case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier
C00702,User-chatbot conversation,"[""User: I'm trying to convert my BPI credit card purchase into installment but the app is not letting me."", 'Chatbot: What error message do you see?', ""User: It just says 'Transaction Failed'"", 'Chatbot: Please check if your transaction is eligible for conversion to installment and that you are within the allowed timeframe after the purchase.', 'User: How do I know if my transaction is eligible?', 'Chatbot: Typically, retail purchases above a certain amount are eligible, but it depends on your card type.']",Phone,Credit Cards,Complaint,Assigned,High,2027-05-02 15:30:00+08:00,,Mid
C00703,Multiple messages,"['Bakit wala pa rin po yung credit card statement ko sa email?', 'Every month naman po nakakarating sakin.', 'Pwede paki check po?']",Facebook,Credit Cards,Inquiry,New,Medium,2027-05-03 10:45:00+08:00,,Low
C00704,Single message,I am interested in applying for a personal loan. What is the easiest way to apply?,Branch,Loans,Inquiry,Closed,Low,2027-05-04 11:00:00+08:00,2027-05-04 11:30:00+08:00,Mid
C00705,Single message,Unauthorized transaction sa BPI credit card ko. How to report?,Phone,Credit Cards,Complaint,New,High,2027-05-05 16:00:00+08:00,,Low
C00706,Single message,How do I transfer money from my BPI account to another person's BPI account using the mobile app?,Branch,Deposits,Inquiry,New,Low,2027-06-01 09:00:00+08:00,,Mid
C00707,User-chatbot conversation,"['User: I want to inquire about my outstanding balance on my BPI credit card.', 'Chatbot: What type of BPI credit card do you have?', 'User: BPI Gold Rewards.', 'Chatbot: To protect your account security, please provide the last 4 digits of your credit card number.', 'User: (Provides the last four digits)', 'Chatbot: Thank you. Please hold while I retrieve your account information.']",Phone,Credit Cards,Inquiry,Assigned,Low,2027-06-02 14:30:00+08:00,,High
C00708,Multiple messages,"[""Good day, I would like to inquire about BPI's auto loan for a second-hand car."", 'Is the process different from a loan for a new car?', 'Please email me any relevant information to my email address.']",Email,Loans,Inquiry,New,Medium,2027-06-03 11:00:00+08:00,,Mid
C00709,Single message,I want to close my BPI account. What are the requirements?,Branch,Deposits,Request,Closed,Low,2027-06-04 10:30:00+08:00,2027-06-04 11:00:00+08:00,Mid
C00710,Single message,May hindi ako kilalang transaction na lumabas sa credit card ko. Paano ko ito ire-report?,Facebook,Credit Cards,Complaint,New,High,2027-06-05 16:00:00+08:00,,Low
C00711,Single message,"Hello, I want to inquire about my BPI credit card rewards points and how to redeem them.",Email,Credit Cards,Inquiry,New,Low,2027-07-01 09:00:00+08:00,,Mid
C00712,User-chatbot conversation,"[""User: I am trying to apply for a BPI auto loan online, but it keeps asking for TIN number. I don't have one yet. What do I do?"", 'Chatbot: A TIN number is a mandatory requirement for loan applications.', 'User: Is there any way to apply without it?', 'Chatbot: Unfortunately, no. We require a valid TIN for all applicants.', 'User: Ok, thank you', ""Chatbot: You're welcome. Please proceed with your application once you have secured your TIN.""]",Phone,Loans,Inquiry,Assigned,Medium,2027-07-02 14:30:00+08:00,,High
C00713,Multiple messages,"[""There's a problem with my deposit account statement, it shows an incorrect starting balance."", 'Could you please check what happened and send me the corrected statement?', 'Thank you.']",Email,Deposits,Complaint,New,High,2027-07-03 11:00:00+08:00,,Low
C00714,Single message,What is the process to apply for a salary loan sa BPI branch?,Branch,Loans,Inquiry,Closed,Low,2027-07-04 10:30:00+08:00,2027-07-04 11:00:00+08:00,Mid
C00715,Single message,I am not receiving OTPs (one-time passwords) from BPI. How can I fix this issue?,Phone,Deposits,Complaint,New,High,2027-07-05 16:00:00+08:00,,Low
C00716,Single message,How do I change my BPI online banking password if I forgot the old one?,Email,Deposits,Inquiry,New,High,2027-08-01 09:00:00+08:00,,Mid
C00717,User-chatbot conversation,"[""User: I'm trying to use my BPI credit card for an online purchase, but it keeps getting declined."", 'Chatbot: Have you verified that you have sufficient credit limit available?', 'User: Yes, I have enough limit.', 'Chatbot: Have you enabled your card for online purchases?', 'User: How do I do that?', 'Chatbot: You can enable it via the BPI mobile app. Go to your credit card details and enable the online transaction feature.']",Phone,Credit Cards,Complaint,Assigned,High,2027-08-02 15:30:00+08:00,,Low
C00718,Multiple messages,"['I want to apply for a BPI housing loan but I am currently based abroad.', 'What are the additional requirements for overseas Filipino workers (OFWs)?', 'Thanks!']",Email,Loans,Inquiry,New,Medium,2027-08-03 10:15:00+08:00,,High
C00719,Single message,Can I deposit a US dollar check into my peso savings account?,Branch,Deposits,Inquiry,Closed,Low,2027-08-04 11:30:00+08:00,2027-08-04 12:00:00+08:00,Mid
C00720,Single message,Fraudulent activity on my account! I don’t recognize any of these transactions!,Facebook,Deposits,Complaint,New,High,2027-08-05 13:00:00+08:00,,Low
C00721,Single message,Pano po mag-apply ng BPI personal loan?,Facebook,Loans,Inquiry,New,Medium,2027-09-01 10:00:00+08:00,,Low
C00722,User-chatbot conversation,"['User: Hi! I can’t seem to access my BPI online banking. What can I do?', 'Chatbot: Have you recently changed your password?', 'User: No, I haven’t changed anything. It just suddenly won’t let me log in.', ""Chatbot: Please try clearing your browser's cache and cookies, or use a different browser. If the issue persists, please call our customer service hotline for assistance."", 'User: What is your customer service hotline number?', 'Chatbot: Our customer service hotline is (02) 889-10000. Please call us during business hours.']",Phone,Deposits,Complaint,Assigned,High,2027-09-02 15:30:00+08:00,,Mid
C00723,Multiple messages,"['I need to request a copy of my credit card transaction history for the last 3 months.', 'Can you email it to me?', 'Thank you!']",Email,Credit Cards,Request,New,Medium,2027-09-03 10:15:00+08:00,,High
C00724,Single message,What are the benefits of being a BPI Preferred client?,Branch,Deposits,Inquiry,Closed,Low,2027-09-04 11:30:00+08:00,2027-09-04 12:00:00+08:00,High
C00725,Single message,I suspect unauthorized use on my BPI credit card. Please block the card and investigate.,Phone,Credit Cards,Complaint,New,High,2027-09-05 13:00:00+08:00,,Low
C00726,Single message,"Good day, BPI! Gusto ko po mag-inquire regarding your credit card installment options.",Email,Credit Cards,Inquiry,New,Medium,2027-10-01 16:30:00+08:00,,Mid
C00727,User-chatbot conversation,"['User: I forgot my BPI Online username. Can you help me recover it?', 'Chatbot: We can certainly assist you with that. Please provide your registered email address so we can verify your identity.', 'User: [Provides registered email address]', 'Chatbot: Please wait while we verify your information. We will send you a temporary link to reset your username.', 'User: Ok, thanks!', ""Chatbot: You're welcome. Please check your email and follow the instructions.""]",Phone,Deposits,Request,Assigned,High,2027-10-02 09:15:00+08:00,,Low
C00728,Multiple messages,"['I would like to follow up on my personal loan application. It has been pending for weeks.', 'What is the status of my application?', 'Hoping for your prompt response!']",Email,Loans,Inquiry,Assigned,High,2027-10-03 14:00:00+08:00,,Mid
C00729,Single message,I want to inquire about the requirements for opening a BPI savings account for my child.,Branch,Deposits,Inquiry,Closed,Medium,2027-10-04 11:45:00+08:00,2027-10-04 12:15:00+08:00,High
C00730,Single message,Someone used my credit card unauthorized sa Shopee!!! Help po!,Facebook,Credit Cards,Complaint,New,High,2027-10-05 08:00:00+08:00,,Low
C00731,Single message,"Hi, I want to change my BPI Credit Card billing address. How can I do that?",Email,Credit Cards,Inquiry,New,Low,2027-11-01 16:30:00+08:00,,Mid
C00732,User-chatbot conversation,"['User: I’m trying to apply for a BPI Housing Loan online, but the website keeps redirecting me to the main page.', 'Chatbot: I’m sorry you’re experiencing issues with our website. What browser are you using?', 'User: Chrome', 'Chatbot: Please clear your cache and cookies or try using a different browser such as Mozilla Firefox or Microsoft Edge.', 'User: Okay, I’ll try that. Thanks.']",Phone,Loans,Complaint,Assigned,High,2027-11-02 09:15:00+08:00,,Low
C00733,Multiple messages,"['There is an unrecognized withdrawal from my BPI savings account. Please investigate.', 'I did not authorize this transaction.', 'Please let me know the results of your investigation.']",Email,Deposits,Complaint,New,High,2027-11-03 14:00:00+08:00,,Mid
C00734,Single message,How to open a BPI US Dollar account?,Branch,Deposits,Inquiry,Closed,Low,2027-11-04 11:45:00+08:00,2027-11-04 12:15:00+08:00,High
C00735,Single message,Nakaw po yung credit card ko. Paki block na lang po.,Phone,Credit Cards,Request,New,High,2027-11-05 08:00:00+08:00,,Low
C00736,Single message,How do I apply for a BPI credit card?,Email,Credit Cards,Inquiry,New,Medium,2027-12-01 08:30:00+08:00,,Low
C00737,User-chatbot conversation,"['User: My online banking is locked due to multiple failed login attempts.', 'Chatbot: Have you forgotten your password?', 'User: Yes, I think so.', ""Chatbot: You can reset your password by clicking the 'Forgot Password' link on the login page. We'll send you a verification code."", ""User: I didn't receive the code."", 'Chatbot: Please verify that the registered mobile number on your account is correct.']",Phone,Deposits,Complaint,Assigned,High,2027-12-02 14:15:00+08:00,,Mid
C00738,Multiple messages,"['What are the requirements to apply for a BPI Home Loan?', 'I am an existing client', 'Hoping for your prompt assistance!']",Email,Loans,Inquiry,New,Medium,2027-12-03 10:00:00+08:00,,High
C00739,Single message,What are the different types of savings accounts that BPI offers?,Branch,Deposits,Inquiry,Closed,Low,2027-12-04 11:30:00+08:00,2027-12-04 12:00:00+08:00,Mid
C00740,Single message,May unrecognised transactions po sa credit card statement ko. Pakitingnan naman po.,Facebook,Credit Cards,Complaint,New,High,2027-12-05 15:45:00+08:00,,Low
C00741,Single message,I need to change my BPI online banking registered phone number. What do I need to do?,Email,Deposits,Request,New,High,2028-01-01 09:00:00+08:00,,Mid
C00742,User-chatbot conversation,"['User: I am trying to apply for a credit card, but the website is not working.', 'Chatbot: I am sorry for the inconvenience. What specific error are you getting?', 'User: It just keeps loading and loading. I cannot submit.', ""Chatbot: Please try using a different browser. If that doesn't work, please try again in a few hours as there may be some maintenance going on.""]",Phone,Credit Cards,Complaint,Assigned,Medium,2028-01-02 15:30:00+08:00,,Low
C00743,Multiple messages,"['I would like to inquire about your BPI housing loan. Do you have any promos for first-time homebuyers?', 'What are the rates?', 'Thanks']",Email,Loans,Inquiry,New,Medium,2028-01-03 10:15:00+08:00,,High
C00744,Single message,I want to know if my remittance from overseas has already been credited to my account.,Branch,Deposits,Inquiry,Closed,Low,2028-01-04 11:30:00+08:00,2028-01-04 12:00:00+08:00,Mid
C00745,Single message,Na-hack yung credit card ko! Tumawag na ako sa BPI pero wala pa ring update. Urgent!,Facebook,Credit Cards,Complaint,New,High,2028-01-05 13:00:00+08:00,,Low
C00746,Single message,"My BPI credit card is expiring this month, will I automatically receive a replacement card?",Email,Credit Cards,Inquiry,New,Low,2028-02-01 10:00:00+08:00,,Mid
C00747,User-chatbot conversation,"['User: I am trying to transfer money to my other BPI account but it keeps saying invalid account number.', 'Chatbot: Please double-check that you entered the correct account number. How many digits does the account number have?', 'User: 12 digits', ""Chatbot: All BPI accounts have 12 digits. Please ensure you're not adding extra spaces or characters. If the problem persists, please call our hotline.""]",Phone,Deposits,Complaint,Assigned,High,2028-02-02 15:00:00+08:00,,High
C00748,Multiple messages,"['I am interested in applying for a BPI Housing Loan. What are the latest interest rates?', 'Do you offer fixed rates?', 'How long are they fixed for?']",Email,Loans,Inquiry,New,Medium,2028-02-03 10:15:00+08:00,,Mid
C00749,Single message,What documents do I need to open a joint savings account at BPI?,Branch,Deposits,Inquiry,Closed,Low,2028-02-04 11:00:00+08:00,2028-02-04 11:30:00+08:00,Mid
C00750,Single message,My card has been compromised and used to perform fraudulent transactions. Please freeze and investigate my account.,Facebook,Credit Cards,Complaint,New,High,2028-02-05 14:00:00+08:00,,Low
C00751,Single message,I want to apply for a BPI credit card. What are the basic requirements?,Email,Credit Cards,Inquiry,New,Medium,2028-03-01 08:00:00+08:00,,Mid
C00752,User-chatbot conversation,"[""User: I'm trying to access my BPI online account, but it's asking for a One-Time Password (OTP). I haven't received any OTP."", 'Chatbot: Have you ensured that your registered mobile number is correct and active?', 'User: Yes, it is correct.', 'Chatbot: Can you try requesting a new OTP? Please allow a few minutes for it to be sent. Sometimes there are delays in SMS delivery.']",Phone,Deposits,Complaint,Assigned,High,2028-03-02 15:45:00+08:00,,Low
